TimeReference,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Response
26961,1.48567578,-1.342184966,0.438560431,-1.592312043,-1.585593737,-0.058831924,-1.496196491,0.172657164,-1.484298575,1.652199564,0.089016191,-1.5996091,-1.436987277,0.067506802,0.430050195,0.386964336,-0.057599185,1.330241254,0.168874697,-0.387670574,-0.078786507,0.023772684,-0.102463303,-0.561439723,0.344826734,-0.063775415,0.03082394,0.006589499,26,0
26961,1.213790254,-0.258701755,0.420078816,-0.287494173,-0.532695012,-0.079069784,-0.502645491,0.233048666,0.400542266,-0.041004881,1.122332514,0.022921338,-1.544933055,0.659675521,1.006245957,0.48253962,-0.362476925,-0.065030501,0.093424493,-0.173975817,-0.093289885,-0.341540085,0.090834332,-0.289990648,0.00238003,0.942133289,-0.069678533,-0.010473848,4.99,0
26965,-1.160794003,0.176789972,1.078725067,-0.826865795,1.194100945,-1.288678944,0.4624136,-0.005516576,-0.116260849,-0.995691799,-0.259452272,0.141925747,-0.036992669,-0.451446432,0.037208102,0.719043502,-0.409792063,-0.755877424,-2.168360905,-0.215098545,-0.068036407,-0.443451706,0.236052091,0.005904868,-0.796889794,-0.331532196,-0.081655833,0.337551131,1.29,0
26966,-0.859410471,-0.375913657,2.021015454,-1.525043984,-0.785373772,-0.800252192,-0.177545988,-0.066344054,-0.898737336,0.078824565,-0.511320922,-0.790078989,0.502049309,-0.68115224,0.521723711,1.590026906,-0.199763139,-0.761956141,-0.157575503,-0.004236296,0.465420879,1.364785917,0.190264846,0.412155384,-0.068236966,-0.213659461,0.08263195,0.075727046,39.98,0
26966,1.214522379,0.007066591,-0.330466409,0.890385355,0.66903725,1.120938431,-0.105340621,0.283448002,0.266645188,0.062841876,-0.517470773,0.231418492,-0.69435771,0.318015205,-0.580131154,0.016164201,-0.570372424,0.180396287,0.573949873,-0.14331992,-0.163848353,-0.334280885,-0.291693948,-1.710519189,0.831877556,-0.222015199,0.025880357,-0.010782362,23.15,0
26966,1.188602808,0.13514131,0.597975813,0.565232288,-0.587187173,-0.79799114,-0.071105266,-0.036634582,-0.131315856,0.11854179,1.555137531,0.780820027,-0.452565456,0.578835963,0.388500249,0.47097944,-0.562190661,-0.032606953,0.09565501,-0.115697726,-0.195399079,-0.651218849,0.150734531,0.512968488,0.135489969,0.065870707,-0.038206183,0.010774112,8.99,0
26967,-0.715735087,0.5992244,1.326573317,0.467285715,0.165251341,0.002706204,1.256684725,-0.002600791,-0.327136358,-0.843650278,-0.743042758,0.391106677,0.100294927,-0.110053043,-0.743250094,-0.61203491,0.014535369,-0.856725613,-0.831999358,0.065533016,0.085735365,0.233677452,0.09463573,0.078698514,0.018574629,-0.505995197,0.113893439,0.147974583,122,0
26968,-0.133244224,1.055126535,1.065880877,2.727144774,0.556483441,-0.089774381,1.057788107,-0.566286297,-1.124146232,1.851747123,1.154610349,-0.264782906,-0.702832096,0.259473992,0.297227211,-0.231315839,-0.434618923,0.440376971,1.082926494,0.064133642,0.126406611,0.623366522,0.062936526,0.315755238,-1.327545013,-0.089920867,-0.486946893,-0.144542525,30.85,0
26969,1.082273315,0.192001631,1.504603765,2.728398941,-0.812578061,0.161175846,-0.522307704,0.154819872,0.096207313,0.480781188,-0.940989529,0.207985289,0.119476472,-0.424695006,-0.308629601,0.62015582,-0.418810261,-0.205288795,-0.849964903,-0.11256814,-0.071898594,-0.100069112,0.025073127,0.390323192,0.292046291,-0.046310204,0.039137837,0.039871199,22.78,0
26970,1.240657802,0.120544397,0.376781906,0.437464217,-0.35126977,-0.504723978,-0.116058037,0.018994365,-0.041792371,0.133028744,1.020830616,0.421776079,-0.705504967,0.613798891,0.464215171,0.641149794,-0.735959829,0.181522842,0.300780173,-0.136236569,-0.238975932,-0.773271077,0.095950599,-0.029227481,0.197593726,0.100809387,-0.039701128,0.003302656,1.29,0
27158,1.160956779,1.265621344,-1.57647298,1.472987964,1.162172691,-1.013532357,0.658132827,-0.152623809,-0.847325937,-1.45249858,2.893923101,0.774149214,0.663505808,-3.333720643,0.523297806,0.89781129,2.682612639,1.269314146,-0.912261753,0.002465576,-0.120364506,-0.204996853,-0.203189095,-0.28217153,0.785278137,-0.284957991,0.058399125,0.085435881,1.79,0
27163,-23.91410089,13.76594216,-25.73373377,6.290917914,-17.78482366,-4.57249762,-17.39076447,15.79413618,-3.819832187,-8.442262418,5.020112498,-7.046427847,0.692785249,-7.076899329,-0.046534841,-6.208237973,-12.5320624,-4.828857633,0.978636193,1.640037335,1.773399282,-1.748425521,-1.093104488,0.147807442,1.663792357,-0.221024471,1.458075611,0.430315049,99.99,1
27163,1.263564756,0.248662457,-0.085737718,0.942127151,0.082150726,-0.489678798,0.200360074,-0.16201661,0.098727409,0.018533173,-1.21213541,-0.301920707,-0.254803716,0.423682114,1.027717109,0.315120992,-0.707402414,0.175523048,-0.058314125,-0.100894107,-0.019902692,-0.071623255,-0.215903617,-0.453083096,0.778458779,-0.277198709,0.00613821,0.014554778,24.84,0
27168,1.466662858,-0.718380146,-1.510826192,-1.695161371,1.677559546,3.166045535,-0.841095918,0.699562631,-0.896537347,0.638006075,-0.258958809,-0.642998067,-0.001735381,-0.064982431,-0.047938427,0.84973461,0.119877687,-1.222186268,1.184398066,0.186993384,0.101964783,0.184456215,-0.206825693,1.056849627,0.946916833,-0.050751341,-0.008080487,-0.001507177,18,0
27168,-1.052828012,-0.176252931,2.603226127,3.240068174,-2.000787005,1.985864608,0.147844042,0.360342498,0.788620946,0.214492689,-1.349295216,-0.138741519,-0.888937715,-1.19442298,-1.270635258,-0.598432662,0.78533249,-0.249314419,0.055811718,-0.38777871,0.183202914,1.27035953,-0.003090706,0.488014241,-0.998842804,0.231314597,0.276461498,0.170498299,305.02,0
27170,1.119000787,0.077832861,0.11944187,0.305820249,0.055472054,-0.144664436,0.162115957,0.017753217,-0.39095046,0.015713174,1.524740158,1.179014858,0.403836308,0.550953594,0.476635446,0.20767864,-0.440780253,-0.777851468,0.137677625,0.007250067,-0.412474034,-1.341422651,0.197060275,-0.32356526,0.00912712,0.002657761,-0.04566404,0.008907598,50.9,0
27172,1.179255585,0.005004918,0.553376392,0.490874224,-0.711815529,-0.834714777,-0.15215636,0.026256513,0.060029428,0.135372472,1.365235346,0.155600003,-1.618399999,0.806234422,0.527584715,0.533965999,-0.482844765,0.088671448,0.135439876,-0.170421889,-0.208979423,-0.765155323,0.164013038,0.499914291,0.07093126,0.174167461,-0.055334002,0.007954029,15.98,0
27172,1.179255585,0.005004918,0.553376392,0.490874224,-0.711815529,-0.834714777,-0.15215636,0.026256513,0.060029428,0.135372472,1.365235346,0.155600003,-1.618399999,0.806234422,0.527584715,0.533965999,-0.482844765,0.088671448,0.135439876,-0.170421889,-0.208979423,-0.765155323,0.164013038,0.499914291,0.07093126,0.174167461,-0.055334002,0.007954029,15.98,0
27172,-0.358237779,1.082731306,0.639183832,1.035112771,-0.427959067,-0.773610178,0.523846681,0.251635194,-0.697094131,-0.407531751,-0.666092473,-0.009874319,-0.032802312,0.657483145,0.998144967,-0.131667147,-0.036294963,0.156239015,0.330733891,-0.037003615,0.202029469,0.406189803,0.064946911,0.386026749,-0.117952478,-0.329095041,-0.062257593,-0.014813906,60,0
27174,1.027821428,0.094355597,0.203552674,0.360440902,0.495789707,1.288811666,-0.355043933,0.544785476,-0.240100884,-0.304006702,2.58337158,1.280971239,0.037244551,0.035138088,1.486325041,-0.58900965,0.948568225,-1.743568918,-1.458401163,-0.209228849,-0.11710442,-0.224295407,0.244857101,-1.05952646,-0.129188903,0.205871765,0.044426097,0.005710745,1.29,0
27175,1.181354271,-0.950463833,1.297901749,-0.488684536,-1.823167247,-0.436295717,-1.105523999,-0.037086656,-0.369005334,0.556191838,-0.420572837,0.374014613,1.562550748,-0.593154854,1.388172722,-0.661429233,-0.407063281,1.51162789,-1.203560059,-0.222413672,-0.106211194,0.084845699,-0.00341219,0.468689976,-0.034140742,1.103068428,-0.009659251,0.043150328,85.9,0
27176,1.23557961,0.516440945,-0.122536972,1.048965771,0.298983746,-0.704134234,0.530929412,-0.264999748,-0.410541742,-0.02318778,0.004080785,0.751302858,0.822178567,0.423779047,0.841011802,-0.549343085,-0.082433275,-0.92329387,-0.6170331,-0.133974844,0.039960111,0.25065928,-0.125333274,0.118196385,0.808640697,-0.269516479,0.014196117,0.009262403,1,0
27177,1.234936813,0.351801823,0.43947753,0.771201285,-0.547231126,-1.264752436,0.079211438,-0.213321937,0.040015807,-0.276958795,0.191786011,0.237987071,-0.027757245,-0.229067343,1.091564538,0.392605836,0.124373251,-0.381571259,-0.319592864,-0.105725162,-0.268985268,-0.785534417,0.172775783,0.666072378,0.166296513,0.074963921,-0.023760792,0.033549075,0.89,0
27187,-24.59024477,14.04456678,-26.27870059,6.320089265,-18.22451267,-4.609967826,-17.68100337,16.21362675,-3.794093469,-8.37275316,4.901682655,-6.872838664,0.769776763,-6.826584487,-0.05443418,-6.084952665,-12.37527053,-4.810344741,0.936742238,1.649202022,1.777062772,-1.804873686,-1.140604569,0.152234466,1.715997024,-0.220471199,1.434950581,0.422491858,99.99,1
27187,1.066835465,0.172519535,1.399659462,2.529089135,-0.551285492,0.684303228,-0.603778741,0.297336658,-0.210498024,0.637550259,0.542415359,1.033230045,0.552805307,-0.339992129,-1.03588545,0.890492186,-0.815380281,0.340304814,-0.439078572,-0.065531486,-0.037752984,-0.009265528,-0.031685531,0.02053434,0.32213029,-0.04472364,0.038292805,0.026991277,20.71,0
27191,1.051145338,-1.838373128,0.469443836,-1.196836012,-1.892201886,-0.4422506,-0.952619582,-0.203156935,-1.647992085,1.286793126,-0.740339254,-0.62426432,1.442969904,-0.663556937,0.801432733,-0.040166486,0.205766612,0.46199149,-0.420865115,0.235267234,0.127459019,0.286897604,-0.298748074,0.072291183,0.354810124,-0.053378877,0.014314376,0.067771148,255.09,0
27193,1.256261042,0.353256767,0.305805725,0.693693396,-0.373350016,-1.073771802,0.085656534,-0.202916548,0.034988477,-0.282185193,-0.068765669,0.226232791,0.209323815,-0.284197291,1.095751449,0.479250826,-0.00425666,-0.297218966,-0.198367014,-0.081814887,-0.287781071,-0.831243858,0.129570701,0.344916696,0.215509659,0.094457963,-0.023181655,0.030789884,1.79,0
27193,-0.341016552,1.162098751,1.305473302,0.058538891,0.07211812,-0.979079097,0.732933783,-0.096142261,-0.457065937,-0.522137751,-0.140239189,0.142163596,0.532153846,-0.511754916,0.848328475,0.362478228,-0.014816575,-0.190211086,-0.093720757,0.138076684,-0.259522619,-0.655250369,-0.02247744,0.34577356,-0.147091854,0.070509906,0.24873476,0.099153248,1.78,0
27193,1.285963844,-1.569526145,0.560517571,-1.320180058,-1.880034373,-0.476071793,-1.214285462,-0.043420332,-1.360584729,1.380835376,-1.138126023,-1.664848541,-0.539411262,-0.275883024,1.016145393,0.12790721,0.267978878,0.482838361,-0.19591506,-0.131677143,-0.210484498,-0.55713714,-0.03139547,-0.181697841,0.136627682,-0.2743771,0.024311941,0.045904587,135.54,0
27194,0.851590769,-2.168292013,0.064713004,-0.977738743,-1.719763057,-0.256575596,-0.560515346,-0.234263149,-1.522626773,1.103474609,-1.184545667,-0.462980688,1.0901914,-0.736681386,-0.54985553,-0.655772873,0.683065169,-0.261417582,0.266302325,0.415777048,-0.264878265,-0.98708572,-0.270981714,-0.13783751,0.292226319,-0.337772173,-0.016679012,0.079593468,363,0
27195,-0.024547723,1.686706689,-1.661663809,1.262997211,2.149227367,-1.681210271,1.773605267,-1.42140007,1.123466486,1.243492372,1.054100502,-0.530618112,1.045369643,-5.174673218,1.23726293,0.43068493,2.005698538,1.296269351,-0.305386041,0.914617465,-0.576218043,-0.127380215,-0.206501212,-0.42950538,-0.288618966,-0.508276566,-0.281997832,-0.699511971,1,0
27197,-4.120913524,-0.07855352,0.314471134,1.707894614,1.288032515,-1.215482378,1.498655498,-1.131722591,-0.071133169,2.154171094,-0.440536139,-0.490510367,-0.028039294,-0.538907444,-0.101739016,0.47701814,-1.130327807,-0.686464648,-1.371610731,-1.413757069,-0.326837837,0.167568996,-0.873314627,0.468608676,-0.030788305,-0.409055232,-2.483148704,-0.659682642,22.75,0
27197,-0.538203472,0.896080934,1.530432843,-0.246551391,0.340362284,0.36776561,0.437930646,0.367376008,-0.640255649,-0.22751293,1.725890038,0.731388913,-0.248138725,0.426382126,0.670497415,-0.188913087,-0.072040604,-0.744813746,-0.419850229,0.0312243,-0.122730235,-0.262598046,0.025375208,-0.310278335,-0.377505483,0.113561541,0.294079373,0.103542643,2.28,0
27197,1.309110272,-0.885308099,1.181469618,-0.303089072,-1.803436878,-0.401871857,-1.170539222,0.111862264,0.211548311,0.489146574,-1.130352691,-0.558152878,-1.002889719,-0.316229265,0.273787671,-1.29267895,0.230807742,1.174615971,-0.594637255,-0.560508225,-0.484319234,-0.805292832,0.145117468,0.380810942,0.00446033,0.764367898,-0.000108926,0.02259636,12.89,0
27209,-2.103143271,1.825715361,0.503786046,-1.327231279,-1.355524465,-1.085423367,-0.643339953,1.443568927,-0.272685143,-0.584647903,0.839109541,0.716988227,-0.873310881,1.149613463,-0.195886493,1.101246935,-0.3090958,0.27572761,-0.541765189,-0.10183066,0.037819736,-0.188489058,0.131956568,0.533114093,-0.25804581,0.708655548,0.083424979,0.097756664,0.77,0
27219,-25.26635502,14.32325381,-26.82367291,6.349247807,-18.66425061,-4.647403049,-17.97121202,16.63310306,-3.768350971,-8.303239351,4.783257367,-6.699252074,0.846767865,-6.576276436,-0.06233038,-5.961659873,-12.21848172,-4.791841983,0.894853522,1.658288844,1.78070097,-1.861318147,-1.188167293,0.156667051,1.768191982,-0.219916008,1.411854777,0.414656384,99.99,1
27219,0.917062027,0.358564036,0.350119059,2.606150225,0.061794906,-0.3689352,0.566440004,-0.199823495,-1.142065395,0.577477366,0.179851094,0.742089946,1.144688096,0.251550135,0.403916961,0.032351563,-0.194209757,-1.124049651,-1.443575277,0.116951825,0.087041762,0.047222865,-0.101733651,0.42750479,0.489227421,-0.000381937,-0.02523954,0.038896403,122.72,0
27222,1.115351376,-0.243699796,1.481653994,0.623985657,-1.253601337,-0.163129122,-0.888036014,0.200320268,0.77399798,-0.156684551,0.057883753,0.222199512,-0.053503325,-0.130778696,1.847623514,0.470888829,-0.264555449,-0.127234965,-1.062977801,-0.108796648,0.269453915,0.838187385,0.035893744,0.447122657,0.060206753,0.58730049,0.027584314,0.031573588,15.03,0
27222,-0.903029985,1.615585657,1.452394612,2.225025208,-0.087192347,-0.678538282,0.862351367,-0.132732757,-0.916637929,1.119102235,-0.504265926,-1.148342826,-1.800092686,0.568667488,0.740063018,0.241163004,-0.155853749,-0.491823557,-0.061074755,-0.102555795,-0.351920279,-1.25426006,0.322552381,0.58146783,-0.887334655,-0.542915204,-0.167658239,0.252766156,20.36,0
27223,-2.007713823,2.582743958,0.301887853,-0.332580169,0.141231387,0.646575729,-1.159202188,-5.547392983,-0.02903744,-0.048523795,-0.840849052,0.647592783,1.17719789,-0.501688815,0.71583411,0.61384134,0.088566348,0.104208283,0.105225428,-0.916446929,5.045426733,-2.581931632,0.681906322,-0.580860691,0.123636153,0.163583356,0.486294412,0.150702024,2.53,0
27224,-0.250019397,1.091609709,0.223026328,0.621552194,0.288740539,0.144271797,0.2284443,0.505720773,-0.810569373,-0.18987605,-0.067911509,0.130152467,-0.247396701,0.844831234,0.416173678,0.411934753,-0.689722069,1.056147309,1.073175365,-0.100918887,0.148430421,0.279644577,-0.186767725,-0.841221194,-0.020472674,-0.271675758,-0.055118913,-0.040596073,18,0
27225,1.102936297,0.18474122,0.5701491,1.347671559,-0.499376289,-0.726352247,0.049935269,-0.061593947,0.054135252,0.030434954,0.154877818,0.042667049,-0.80007848,0.539497327,1.232630934,-0.261092109,0.042192253,-0.598026492,-1.037474068,-0.185553591,0.14017833,0.393012433,-0.0281086,0.591484523,0.495413878,-0.284038773,0.025861292,0.026887964,29.99,0
27226,0.920612244,-0.127178704,0.509707973,1.607969399,-0.527266211,-0.457062308,0.214462893,-0.072138547,0.259652889,-0.171677157,-0.078055677,0.648695587,-0.322105234,0.14533439,-0.107522792,-0.859439175,0.467496468,-1.116488195,-0.60201169,0.002021902,-0.003295252,-0.023157194,-0.08953981,0.616805875,0.548627959,-0.356207982,0.019722977,0.039662414,115.22,0
27226,-2.0149994,0.602506563,1.069524328,-1.183310079,0.077357289,-0.603573907,1.214990598,-0.209737598,-0.287066795,0.082257907,1.139225409,0.453614886,-0.242934695,0.176997973,-0.155936517,0.733287215,-0.892130956,-0.392684244,0.197011614,-0.263257026,-0.642948178,-1.567915674,-0.259827586,0.027800054,0.040808726,0.432622343,0.049363213,0.24441028,164.9,0
27227,0.172847266,0.706484089,0.57967317,1.610530451,-0.28537706,0.885313305,-1.066946082,-2.479363441,-0.641775643,-0.468638578,1.247656681,1.657980691,0.188546609,0.627482443,-0.474994547,-0.692504637,0.4256309,-0.397472643,0.533304045,0.722297596,-1.287978086,0.44460697,-0.062636413,0.05105816,0.892341323,-0.164030847,0.034670569,0.114570653,49,0
27227,1.093399925,0.041673488,1.375586188,2.724172726,-0.639721739,0.891868071,-0.74471278,0.394651099,0.282017877,0.565178979,-0.020554172,0.69820892,-0.545962453,-0.468647119,-2.119882958,0.340541056,-0.343711165,0.340818838,-0.150199049,-0.191870826,0.046316669,0.44209352,-0.176744031,0.048307003,0.617757428,0.217155509,0.041923851,0.012612089,0,0
27241,-1.494330875,1.452760705,1.559554668,2.772761489,0.065301692,-0.19418777,0.680307481,-0.217535332,-1.03908005,1.603581355,-0.27002287,-0.051600721,0.901910898,-0.130658222,1.309558853,-0.020883794,-0.130492844,-0.254136262,0.888180735,0.049952291,-0.274896295,-0.399639606,0.260638522,0.380031261,-0.297378529,-0.066808946,0.063382901,0.296530003,40.81,0
27252,-25.94243445,14.60199804,-27.36865029,6.378394608,-19.1040334,-4.684806204,-18.26139293,17.05256631,-3.74260501,-8.23372137,4.664836254,-6.52566786,0.923758589,-6.325974612,-0.070223703,-5.838360219,-12.06169571,-4.773348514,0.852969608,1.66730429,1.784315984,-1.917759213,-1.235787439,0.161104732,1.820378041,-0.219359059,1.388785762,0.40680965,99.99,1
27252,-0.356781517,1.091436092,1.180175115,-0.135129236,0.263579328,-0.462398219,0.615222757,0.084400017,-0.66033065,-0.347489718,1.220926532,0.59882802,0.278447905,-0.290181051,0.197034545,0.667335818,-0.374210714,0.442166529,0.322983859,0.145242404,-0.232531728,-0.622543841,-0.07301515,-0.048377718,-0.140308443,0.074498401,0.24297668,0.085010663,2.58,0
27253,-0.699850958,0.601155953,1.220365638,-0.576975642,0.894292098,-0.827739871,0.928642973,-0.262517937,-0.488118176,-0.108812734,0.763918747,-0.106018136,-1.114950529,0.416487877,-0.363717137,0.376625684,-0.949343311,0.300415443,-0.162060234,-0.165469256,0.01414287,0.075731806,-0.345921041,0.003825053,-0.068374673,0.158113002,-0.228383379,-0.139782299,2.2,0
27254,0.326413011,-0.959059739,0.120871373,-2.138177136,-1.114914406,-1.124652309,0.361515546,-0.624581806,-1.662132285,1.488330365,-0.839284505,-1.229128613,0.252865455,-0.579252343,-0.357211605,-0.331645139,-0.022934365,0.164654172,-1.027006771,-0.471516155,0.134450103,1.014770076,0.438772885,0.382165863,-2.209035763,-0.682031776,0.182752996,0.115459269,149,0
27255,0.963660312,-0.130515067,0.248643799,1.361045988,-0.516242687,-0.838238871,0.280356847,-0.205441584,0.049966775,0.016136744,-0.506575863,-0.106417316,-0.463522899,0.464407112,1.012543461,0.192642839,-0.438357021,0.023725993,-0.5160267,0.109192479,0.148859274,0.135963864,-0.225688467,0.394692231,0.604633957,-0.294199643,-0.011628337,0.045318348,144,0
27255,-0.919592024,0.614159038,2.573020634,1.180261413,0.119960263,-0.21424044,0.262732055,0.140623083,-0.430234833,-0.61940947,0.088282635,0.952521624,0.816407869,-0.290938312,0.266585907,-1.05007292,0.614304955,-1.030775657,0.38225476,0.161555041,-0.175199693,-0.411712894,0.001355147,0.612049891,0.106651476,-0.513556322,0.114048983,0.098742442,12.99,0
27255,1.248803632,0.047208053,0.423387603,-0.139515287,-0.592216995,-0.980653908,-0.04241606,-0.123044007,-0.088962219,-0.034438846,1.704528808,1.074219245,0.091540391,0.451778735,0.316520559,0.342184643,-0.448283751,-0.25271957,0.379454093,-0.064617583,-0.166215323,-0.501598164,0.12499534,0.594070383,0.11962603,0.816500849,-0.089464748,-0.004054788,0,0
27256,1.108628208,-0.112802408,1.295629237,1.23063599,-0.958831586,0.116928171,-0.689917858,0.261337427,0.693520807,-0.021272403,0.837113189,0.953947873,-0.457017553,-0.082222401,-0.477260044,0.29421434,-0.476472012,0.483628746,0.081575778,-0.147605147,-0.01517656,0.105060339,-0.012626007,0.328751033,0.371226689,-0.425252304,0.065877245,0.02737219,9.99,0
27257,1.110228103,-0.07881301,1.348977185,1.300332029,-1.018477969,-0.04051979,-0.692602772,0.246430116,0.894918588,-0.158984324,-0.328506576,0.022629437,-1.040344636,0.013348202,0.96729273,-0.066599638,0.051213403,-0.354040412,-0.835754334,-0.251876101,0.026425525,0.222965513,0.084340939,0.37809565,0.240995551,-0.38660133,0.080527175,0.035442673,1,0
27259,1.1068021,0.203791695,0.361181591,1.082189663,-0.332941295,-0.739104584,0.190343451,-0.122871225,-0.330013656,0.157565769,1.526628789,1.065768614,0.109694722,0.562630057,0.184764369,0.180752788,-0.614316352,0.257960195,-0.172821354,-0.040274775,0.120402933,0.273153044,-0.125627793,0.556320831,0.622659966,-0.363688388,0.003794347,0.019985483,46,0
27261,1.268860312,-0.754571597,-0.35289477,-1.028148456,-0.161306769,0.319467004,-0.435276651,0.024748278,-1.155243661,0.733960557,0.698461638,0.000944627,0.708646339,0.017405309,0.253803176,1.223880852,-0.126888404,-0.999226605,0.861356346,0.274796626,0.268068167,0.556788357,-0.316655309,-1.097886376,0.66935997,-0.041650017,-0.006932832,-0.000157324,90.75,0
27777,-1.211849539,1.737996724,-1.121543401,-0.192176381,0.93569128,-0.281041345,0.105653253,0.885024069,-0.95710992,-1.066683621,-0.178542769,-0.126113177,-0.073812605,-0.660470929,0.087443936,1.364976926,0.501169696,1.602911163,0.698495651,-0.076070115,-0.040370146,-0.329046451,-0.34640494,-1.519050255,-0.056782788,0.354253608,-0.001105341,0.039183888,0.76,0
27784,0.288028928,0.965681439,-1.4594952,1.921863002,-1.91241403,-1.1302819,-2.81426266,0.648663225,-0.69526264,-3.465689086,2.351619106,-3.826705319,-0.767569849,-4.852866915,1.664863004,-2.61736133,-4.835558306,-1.921751601,-0.385884175,0.330916894,0.603127128,0.380690182,-0.064125176,0.271380101,0.337219535,0.626155869,0.565124826,0.305925255,23.36,1
27785,1.300595716,0.139015415,0.238121016,0.533137836,-0.328565442,-0.711332218,-0.042634719,-0.124522916,0.269235566,-0.023943478,-0.897743799,-0.358019523,-0.579311395,0.368901811,1.119014072,0.424631693,-0.530941812,-0.073066212,-0.008156735,-0.143478108,-0.110729899,-0.316665345,-0.045038179,-0.111503616,0.437566364,0.340258152,-0.036133669,0.007350668,0.32,0
27787,-1.156513485,-3.748919751,-0.938289628,1.560823455,-1.655920771,-0.508604678,1.751838366,-0.590267299,-0.180294362,-0.679308709,-0.110151504,0.846179955,1.427742629,0.304662442,1.046098843,0.366034287,-0.408499681,-0.22932342,-0.574318797,2.526285079,0.700598056,-0.75079301,-1.109060555,0.517389957,-0.049200483,0.27441682,-0.268981489,0.23373928,1257.49,0
27789,-1.779346652,0.495808193,2.026352676,0.426838598,-0.133113572,0.831300971,-0.018711283,0.255102701,0.737638543,1.106050436,0.139083634,-0.467056503,-0.610739167,-0.381431623,1.44579451,0.869981117,-1.240497061,1.764373031,0.750036554,0.501834124,0.007914108,0.686095192,-0.416525428,-0.849121286,0.526694592,-0.05109962,0.526882353,0.301311181,88.28,0
27790,-1.972961759,2.647392865,-3.376894907,1.318981082,0.456412886,-1.540272121,1.265485034,-0.23540055,1.17778455,1.403950409,0.711553364,-0.045785943,1.279606242,-4.447237538,1.218286416,0.830416577,2.458539726,1.349692299,-0.424494719,0.827842166,-0.608253259,-0.265562984,-0.280646701,-0.412277967,-0.111978332,-0.494502847,-0.246439373,-0.775712669,99.99,0
27790,1.19188567,-0.007597614,0.78564161,2.396842676,0.028177515,1.689417514,-0.785705255,0.493632695,0.402732919,0.572028273,-1.300801498,0.149167688,-0.464189357,-0.52011112,-1.999559767,0.756565732,-0.84340233,0.817708736,0.378646347,-0.156970211,-0.047625457,0.170842161,-0.347872151,-1.358546958,0.799095581,0.304534536,0.039019984,-0.001938949,0,0
27790,-0.422443314,1.01614732,1.559166044,-0.025608523,-0.089129274,-0.907763191,0.688940962,-0.053160102,-0.360280186,-0.305813318,-0.437871812,-0.172300545,-0.200342627,0.188948546,0.873828933,0.209072414,-0.379442161,-0.323422268,0.01462297,0.088120935,-0.228820084,-0.614120871,-0.013324373,0.359709477,-0.200972872,0.0718875,0.262872704,0.120816778,4.49,0
27790,1.277130228,0.557087984,-0.096669289,1.100258023,0.104754287,-1.17598231,0.604884421,-0.399734703,-0.395980357,0.022689911,-0.229200984,0.627774207,0.76971644,0.410042074,0.597099763,-0.253481597,-0.356532637,-0.465429188,-0.258536163,-0.105255593,0.012001763,0.129979027,-0.154642422,0.427704644,0.878689899,-0.299074863,-0.002909096,0.012658974,1.79,0
27790,1.175550107,-0.825051757,-0.025256511,-0.749057791,-0.80772267,-0.612789311,-0.299703599,-0.165919592,-1.186528491,0.7633576,1.196594589,0.097052878,0.408013725,0.08422054,-0.033702087,1.286079707,-0.089329051,-0.792773694,0.892323295,0.350007637,0.317683427,0.559765222,-0.275021184,0.063997658,0.609776351,-0.127652675,-0.031170348,0.018481785,130.85,0
27791,-0.461242533,0.496020749,1.456297792,-1.351759375,-0.150276642,-0.337633866,0.250156495,0.324336368,0.059472634,-0.492620819,1.213013378,-0.001237078,-1.546129482,0.430333444,0.226660583,0.62260503,-0.583782814,-0.147972412,-0.819230834,-0.101652986,-0.043348621,-0.15146448,0.010842126,0.019184167,-0.405468882,0.73998974,0.179104345,0.050491402,3.76,0
27791,-0.577885604,0.780350346,0.709978421,-0.181277673,0.471177515,1.407853882,-0.157837891,1.009489893,-0.788825221,-0.627611284,2.019562383,1.299054314,0.259485527,0.691525606,1.027254319,-0.832604992,0.688141586,-1.462008297,-1.472905843,-0.284636711,0.409261202,1.203577302,0.05328584,-0.969610079,-0.563412528,0.477214286,-0.036018341,-0.053308083,11.89,0
28131,-0.865343125,0.161164968,1.231588163,0.625339114,-2.174594606,1.132739085,1.280192101,-0.090624536,0.680324835,-0.226746087,-0.80852675,-1.004452373,-1.657055221,-0.126207739,1.244394203,-0.090358112,0.158083772,0.056354807,0.191657059,-0.627574362,0.119851693,0.955938568,0.24070162,0.109324978,-1.017278021,0.429404202,0.171201333,-0.001852813,350,0
28143,-27.14367842,15.36580438,-28.40742446,6.370895347,-20.08787757,-4.666313063,-18.70947882,17.90357438,-3.722278738,-8.120961738,4.419943456,-6.210941121,1.063837395,-5.843528381,-0.108836449,-5.606597326,-11.75625561,-4.714946761,0.783577594,1.703887646,1.796826389,-1.960973717,-0.902247452,0.144011442,2.024388039,-0.204214066,1.332153059,0.385890728,99.99,1
28144,-1.238490694,0.797139135,1.543403647,1.464848652,-0.06101066,-0.335019785,1.280695752,-0.654001077,-0.571146157,0.531876917,-0.122000129,-0.095141502,0.618216568,-0.103052634,1.787861586,-0.763947707,0.035879475,0.089741002,1.546998131,-0.125831598,-0.021822878,0.426384444,-0.228844262,0.443747386,0.399246212,-0.104951326,-0.473701952,-0.070229686,117.15,0
